#
#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     TITLE                           TUMOR> Ultraviolet Balloon Probe Readings
#     PROJECT                         TUMOR>Targeting Ultraviolet Mid-Ozone layer Radiation
#                                     TEK5720>Space Systems Project>Blip-Blop
#     DISCIPLINE                      Geoscience>Atmospheric Modelling
#     DATA_TYPE                       2.1 second samples
#     DATA_VERSION                    1
#     GENERATED_BY                    Universitetet i Oslo
#     GENERATION_DATE                 20240418
#     LINK_TEXT                       Repository with the code and data
#     LINK_TITLE                      TUMOR project repository
#     HTTP_LINK                       https://github.com/VytenisO/tumor
#     TEXT                            Data obtain from a balloon probe sent as a part of
#                                     TEK5720 course at the University of Oslo
#                                     Balloon was released from Andøya Space Center
#                                     The probe consists of several auxilary sensors like
#                                     GPS, IMU, thermometer and barometer, and four main sensors
#                                     measuring ultraviolet and ambient light detected counts
#                                     distributed evenly in the probe's horizontal plane
#                                     reference:
#                                     https://optoelectronics.liteon.com/upload/download/DS86-2015-0004/LTR-390UV_Final_%20DS_V1%201.pdf
#     MODS                            Initial Release 17/04/24.
#     LOGICAL_FILE_ID                 TUMOR_20240418_V1
#     LOGICAL_SOURCE                  TUMOR
#     LOGICAL_SOURCE_DESCRIPTION      TUMOR 2.1 second UV samples
#     PI_NAME                         M. J. Odorczuk
#     PI_AFFILIATION                  Universitetet i Oslo
#     MISSION_GROUP                   Blip-Blop
#     INSTRUMENT_TYPE                 Ultraviolet sensor
#     TIME_RESOLUTION                 inconsistent, nominally 2.1 second
#     ACKNOWLEDGEMENT                 Please acknowledge the course supervisor
#                                     Anja Kohfeldt from the University of Oslo
#                                     and the course advisor
#                                     Elise Wright Knutsen from the University of Oslo
#     RULES_OF_USE                    Free to use, source acknowledge required
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Ultraviolet frames 0, 1, 2 and 3
#       1a. Ultraviolet counts on the sensor
#           NOTES:  Reference: https://optoelectronics.liteon.com/upload/download/DS86-2015-0004/LTR-390UV_Final_%20DS_V1%201.pdf
#                   Gain set to 18, resolution set to 16 bit, integration time is 25 ms
#                   Values may range from 0 to 65535, expected no larger than 3000
#       1b. Ambient light counts on the sensor
#           NOTES:  Reference: https://optoelectronics.liteon.com/upload/download/DS86-2015-0004/LTR-390UV_Final_%20DS_V1%201.pdf
#                   Gain set to 18, resolution set to 16 bit, integration time is 25 ms
#                   Values may range from 0 to 255
#                   Counts are divided by 256
#       1c. Magnetic field on the probe in x-direction, normalized to total magnitude equal to 1
#       1d. Magnetic field on the probe in y-direction, normalized to total magnitude equal to 1
#       1e. Magnetic field on the probe in z-direction, normalized to total magnitude equal to 1
#           NOTES:  Magnetic field is an average of 10 samples measured right before 1a and another 10 samples after 1b
#                   Values are interpolated as an average of all the samples
#       1f. Timestamp at the beginning of the frame
#           NOTES:  First 10 magnetometer samples are obtained up to 10ms from the timestamp
#                   Ultraviolet counts are sampled in the window between 1 to 26ms from the timestamp
#                   Ambient light counts are sampled in the window between 27 and 52ms from the timestamp
#                   Last 10 magnetometer samples are obtained 62ms from the timestamp
#                   Timestamp given in the format hh:mm:ss.sss
#       NOTES: All the points 1a-1f are repeated four times for each sensor
#  2. GPS frame
#       2a. Longitude of the probe in degree east
#       2b. Longitude of the probe in arcminutes east from the last full degree
#       2c. Longitude of the probe in arcseconds east from the last full arcminute
#       2d. Latitude of the probe in degree east
#       2e. Latitude of the probe in arcminutes east from the last full degree
#       2f. Latitude of the probe in arcseconds east from the last full arcminute
#       2g. Altitude in meters above sea level
#       2h. Timestamp of the GPS data frame
#       NOTES:  Received GPS data is sent in clipped compressed values thus overflow errors can occur
#               Overflow spherical coordinates error occurs for every 18°12'18''
#               Overflow altitudinal error occurs for every 65 536 m
#               Overflow temporal error occurs for every 18 hours, 12 minutes and 18 seconds
#               Expected launch coordinates are 69°19' N, 16°7' E
#               Expected launch time is 18-04-2024 between 12:45:00 - 15:00:00 UTC
#               Expected altitude is from 0 to 30 000 m above sea level
#  9. Barometric altitude
#       NOTES:  In meters above sea level based on CanSat book from Andøya Space Education
#               Reference: https://learn.andoyaspace.no/ebook/the-cansat-book/common/getting-started/using-the-sensors/altitude-calculations/
#               Overflow altitudinal error occurs for every 65 536 m
#               Expected altitude is from 0 to 30 000 m above sea level
# 10. External temperature
#       NOTES:  Given in degrees Celsius
#               Overflow error occurs for every 128 degrees
#               Values ranging from -84 to +43.5
#               Expected temperature is from -70 to +30
#               Resolution of 0.5 degree
#
#              ******************************
#              ****  SENSOR ORIENTATION  ****
#              ******************************
#
# Before the release, sensor 0 was oriented towards the magnetic south. All the UV sensors are evenly distributed clockwise in the horizontal plane.
# Azimuths are as follows:
#       sensor 0 - -180.0°
#       sensor 1 - -90.0°
#       sensor 2 - 0.0°
#       sensor 3 - 90.0°
#
#              ************************
#              ****  COLUMN NAMES  ****
#              ************************
#
# UV_0   AL_0   Mx_0   My_0   Mz_0   time_0       UV_1   AL_1   Mx_1   My_1   Mz_1   time_1       UV_2   AL_2   Mx_2   My_2   Mz_2   time_2       UV_3   AL_3   Mx_3   My_3   Mz_3   time_3       lon_deg lon_min lon_sec lat_deg lat_min lat_sec alt time_GPS temperature altitude
# counts counts #      #      #      hh:mm:ss.sss counts counts #      #      #      hh:mm:ss.sss counts counts #      #      #      hh:mm:ss.sss counts counts #      #      #      hh:mm:ss.sss °E      'E      ''E     °N      'N      ''N         hh:mm:ss °C          m
#
#
UV_0,AL_0,Mx_0,My_0,Mz_0,time_0,UV_1,AL_1,Mx_1,My_1,Mz_1,time_1,UV_2,AL_2,Mx_2,My_2,Mz_2,time_2,UV_3,AL_3,Mx_3,My_3,Mz_3,time_3,lon_deg,lon_min,lon_sec,lat_deg,lat_min,lat_sec,alt,time_GPS,temperature,altitude
5,11,0.511811,0.141732,0.842520,14:6:39.397,37,135,0.527559,0.149606,0.834646,14:6:39.461,8,9,0.527559,0.157480,0.826772,14:6:39.526,2,8,0.527559,0.149606,0.834646,14:6:39.591,11,2,44,59,58,30,109,14:6:39,15.000000,122
5,11,0.511811,0.157480,0.834646,14:6:41.497,37,135,0.519685,0.157480,0.834646,14:6:41.561,8,9,0.519685,0.165354,0.834646,14:6:41.626,2,8,0.519685,0.165354,0.834646,14:6:41.691,11,2,44,59,58,30,109,14:6:41,14.500000,122
5,11,0.511811,0.165354,0.834646,14:6:43.597,37,135,0.519685,0.157480,0.834646,14:6:43.661,8,9,0.519685,0.165354,0.826772,14:6:43.726,2,8,0.511811,0.157480,0.842520,14:6:43.791,11,2,44,59,58,30,106,14:6:43,14.000000,122
5,11,0.511811,0.165354,0.834646,14:6:45.161,38,135,0.503937,0.149606,0.842520,14:6:45.225,8,9,0.519685,0.157480,0.834646,14:6:45.290,2,8,0.511811,0.149606,0.834646,14:6:45.355,11,2,44,59,58,30,104,14:6:45,13.500000,122
5,11,0.519685,0.141732,0.834646,14:8:39.25,37,134,0.527559,0.141732,0.834646,14:8:39.89,8,9,0.527559,0.157480,0.826772,14:8:39.154,2,8,0.519685,0.165354,0.826772,14:8:39.219,11,2,45,59,58,30,129,14:8:39,16.000000,122
5,11,0.503937,0.149606,0.842520,14:8:41.125,37,134,0.511811,0.157480,0.834646,14:8:41.189,6,9,0.511811,0.149606,0.834646,14:8:41.254,2,8,0.535433,0.133858,0.826772,14:8:41.319,11,2,45,59,58,30,128,14:8:41,16.000000,122
5,11,0.503937,0.157480,0.842520,14:8:43.225,37,134,0.511811,0.157480,0.834646,14:8:43.289,6,9,0.519685,0.157480,0.834646,14:8:43.354,2,8,0.511811,0.149606,0.834646,14:8:43.419,11,2,45,59,58,30,129,14:8:43,16.000000,122
5,11,0.496063,0.157480,0.850394,14:8:45.325,37,134,0.511811,0.141732,0.842520,14:8:45.389,6,9,0.503937,0.165354,0.842520,14:8:45.454,2,8,0.503937,0.149606,0.842520,14:8:45.519,11,2,45,59,58,30,129,14:8:45,16.000000,122
5,11,0.503937,0.157480,0.842520,14:8:47.425,37,134,0.488189,0.149606,0.850394,14:8:47.489,6,9,0.511811,0.149606,0.842520,14:8:47.554,2,8,0.527559,0.149606,0.834646,14:8:47.619,11,2,45,59,58,30,129,14:8:47,16.000000,122
5,11,0.511811,0.149606,0.842520,14:8:49.525,35,134,0.511811,0.173228,0.834646,14:8:49.589,6,9,0.519685,0.157480,0.834646,14:8:49.654,2,8,0.511811,0.173228,0.834646,14:8:49.719,11,2,45,59,58,30,129,14:8:49,16.500000,122
5,11,0.511811,0.165354,0.834646,14:8:51.625,35,134,0.519685,0.157480,0.834646,14:8:51.689,6,9,0.527559,0.157480,0.826772,14:8:51.754,2,8,0.511811,0.157480,0.834646,14:8:51.819,11,2,45,59,58,30,130,14:8:51,16.500000,122
5,11,0.496063,0.141732,0.850394,14:8:53.725,35,134,0.496063,0.149606,0.850394,14:8:53.789,6,9,0.527559,0.149606,0.826772,14:8:53.854,2,8,0.535433,0.133858,0.826772,14:8:53.919,11,2,45,59,58,30,130,14:8:53,16.500000,122
5,11,0.511811,0.141732,0.842520,14:8:55.289,37,134,0.519685,0.149606,0.834646,14:8:55.353,6,9,0.511811,0.149606,0.842520,14:8:55.418,2,8,0.503937,0.157480,0.842520,14:8:55.483,11,2,45,59,58,30,131,14:8:55,16.500000,122
5,11,0.511811,0.157480,0.834646,14:8:57.389,37,134,0.503937,0.157480,0.842520,14:8:57.453,8,9,0.496063,0.141732,0.850394,14:8:57.518,0,8,0.527559,0.133858,0.834646,14:8:57.583,11,2,45,59,58,30,132,14:8:57,16.500000,122
5,11,0.511811,0.141732,0.842520,14:9:0.489,37,134,0.535433,0.165354,0.826772,14:9:0.553,6,9,0.527559,0.141732,0.834646,14:9:0.618,2,8,0.519685,0.157480,0.834646,14:9:0.683,11,2,45,59,58,30,133,14:9:0,15.500000,122
5,11,0.511811,0.149606,0.842520,14:9:2.589,35,134,0.511811,0.141732,0.842520,14:9:2.653,6,9,0.519685,0.149606,0.834646,14:9:2.718,2,8,0.519685,0.149606,0.834646,14:9:2.783,11,2,45,59,58,30,133,14:9:2,14.500000,122
6,11,0.511811,0.141732,0.842520,14:9:4.689,35,134,0.496063,0.149606,0.850394,14:9:4.753,6,9,0.503937,0.149606,0.842520,14:9:4.818,2,8,0.503937,0.157480,0.842520,14:9:4.883,11,2,45,59,58,30,133,14:9:4,13.500000,122
6,11,0.511811,0.149606,0.834646,14:9:6.789,35,134,0.511811,0.157480,0.834646,14:9:6.853,6,9,0.511811,0.173228,0.834646,14:9:6.918,2,8,0.511811,0.141732,0.842520,14:9:6.983,11,2,45,59,58,30,132,14:9:6,12.500000,122
6,11,0.519685,0.149606,0.834646,14:9:7.889,35,134,0.519685,0.149606,0.834646,14:9:7.953,6,9,0.511811,0.157480,0.834646,14:9:8.18,2,8,0.519685,0.133858,0.834646,14:9:8.83,11,2,45,59,58,30,132,14:9:8,12.000000,122
5,11,0.519685,0.133858,0.834646,14:9:9.989,35,134,0.519685,0.133858,0.834646,14:9:10.53,6,9,0.519685,0.149606,0.834646,14:9:10.118,2,8,0.527559,0.165354,0.826772,14:9:10.183,11,2,45,59,58,30,132,14:9:10,11.500000,122
5,11,0.496063,0.157480,0.850394,14:9:12.89,35,134,0.511811,0.157480,0.842520,14:9:12.153,6,9,0.527559,0.149606,0.834646,14:9:12.218,2,8,0.511811,0.149606,0.842520,14:9:12.283,11,2,44,59,58,30,131,14:9:12,10.500000,122
