UV_0,AL_0,Mx_0,My_0,Mz_0,time_0,UV_1,AL_1,Mx_1,My_1,Mz_1,time_1,UV_2,AL_2,Mx_2,My_2,Mz_2,time_2,UV_3,AL_3,Mx_3,My_3,Mz_3,time_3,lon_deg,lon_min,lon_sec,lat_deg,lat_min,lat_sec,Altitude_GPS,time_GPS,temperature,pressure_log,Pressure,Altitude_est,Vertical speed,RSSI
1803,57855,0.220472,0.220472,0.944882,12:20:29,271,6061,0.275591,0.228346,0.929134,12:20:29,224,3020,0.338583,0.267717,0.897638,12:20:29,200,4788,0.377953,0.322835,0.858268,12:20:30,0,0,0,54,36,48,0,12:20:29,-44.5,51065,10769.27662,14800.75,3.86,-95
316,6061,0.188976,0.330709,0.92126,12:20:31,256,5288,0.181102,0.338583,0.913386,12:20:32,266,5831,0.141732,0.370079,0.913386,12:20:32,1764,65091,0.141732,0.409449,0.897638,12:20:32,0,0,0,54,36,48,0,12:20:31,-44.5,51057,10753.62216,14808.46,2.41,-95
277,4983,0.606299,0.133858,0.779528,12:20:34,266,5831,0.614173,0.070866,0.779528,12:20:34,2380,65091,0.598425,0.015748,0.795276,12:20:34,220,5500,0.598425,0,0.795276,12:20:34,0,0,0,54,36,48,0,12:20:33,-45.5,51052,10743.84967,14813.28,4.34,-95
195,3590,-0.425197,-0.307087,0.84252,12:20:36,1622,57855,-0.417323,-0.267717,0.866142,12:20:36,311,6671,-0.425197,-0.267717,0.858268,12:20:36,192,4070,-0.401575,-0.220472,0.88189,12:20:36,0,0,0,54,36,48,0,12:20:35,-45.5,51043,10726.28157,14821.96,4.82,-93
2953,65091,-0.582677,-0.653543,0.464567,12:20:38,191,4155,-0.606299,-0.622047,0.472441,12:20:38,288,5831,-0.629921,-0.598425,0.488189,12:20:38,264,6799,-0.653543,-0.551181,0.496063,12:20:38,0,0,0,54,36,48,0,12:20:37,-45.5,51033,10706.79514,14831.59,2.41,-97
303,5719,0.629921,-0.188976,0.740157,12:20:39,215,4328,0.614173,-0.212598,0.748031,12:20:39,242,5393,0.614173,-0.220472,0.748031,12:20:39,1275,65091,0.614173,-0.267717,0.732283,12:20:39,0,0,0,54,36,48,0,12:20:39,-46.5,51028,10697.0652,14836.41,3.85,-94
272,4885,0.535433,-0.173228,0.818898,12:20:41,255,5831,0.543307,-0.149606,0.818898,12:20:41,2261,65091,0.535433,-0.181102,0.818898,12:20:42,215,5083,0.551181,-0.204724,0.80315,12:20:41,0,0,0,54,36,48,0,12:20:41,-46,51020,10681.51569,14844.11,3.21,-95
304,5719,0.574803,-0.417323,0.692913,12:20:45,2106,65091,0.535433,-0.433071,0.716535,12:20:44,308,6179,0.519685,-0.425197,0.724409,12:20:44,218,4788,0.503937,-0.417323,0.748031,12:20:44,0,0,0,54,36,48,0,12:20:44,-45.5,51010,10662.11058,14853.74,3.37,-96
1650,39208,-0.692913,-0.149606,0.700787,12:20:46,1653,55937,-0.685039,-0.15748,0.700787,12:20:46,279,5609,-0.653543,-0.15748,0.732283,12:20:46,191,4155,-0.645669,-0.173228,0.732283,12:20:46,0,0,0,54,36,48,0,12:20:46,-45,51003,10648.54798,14860.48,2.89,-96
1754,39879,0.283465,-0.787402,0.543307,12:20:49,1723,62937,0.267717,-0.787402,0.543307,12:20:49,210,3987,0.275591,-0.787402,0.543307,12:20:49,255,6061,0.267717,-0.787402,0.551181,12:20:49,0,0,0,54,36,48,0,12:20:48,-44.5,50997,10636.93663,14866.25,3.37,-95
1927,64005,-0.291339,0.527559,0.787402,12:20:50,312,7334,-0.307087,0.503937,0.80315,12:20:50,263,5083,-0.330709,0.503937,0.787402,12:20:50,155,3368,-0.322835,0.496063,0.795276,12:20:50,0,0,0,54,36,48,0,12:20:50,-44.5,50990,10623.40605,14872.99,3.37,-93
1917,65091,-0.094488,-0.354331,0.92126,12:20:52,227,4983,-0.125984,-0.354331,0.92126,12:20:52,263,5185,-0.125984,-0.362205,0.92126,12:20:53,243,6061,-0.133858,-0.338583,0.92126,12:20:52,0,0,0,54,36,48,0,12:20:52,-44.5,50983,10609.89268,14879.72,3.37,-94
2298,65091,-0.23622,-0.354331,0.897638,12:20:55,223,4788,-0.259843,-0.338583,0.897638,12:20:54,274,5393,-0.251969,-0.322835,0.905512,12:20:54,252,6421,-0.259843,-0.354331,0.889764,12:20:54,0,0,0,54,36,48,0,12:20:54,-44.5,50976,10596.3965,14886.45,3.85,-94
2239,65091,-0.173228,0.511811,0.834646,12:20:56,277,6299,-0.181102,0.488189,0.84252,12:20:56,258,5083,-0.188976,0.543307,0.811024,12:20:56,176,3824,-0.15748,0.574803,0.795276,12:20:56,0,0,0,54,36,48,0,12:20:56,-43.5,50968,10580.99331,14894.14,4.32,-96
1973,51411,0.204724,-0.76378,0.598425,12:20:58,1443,50550,0.23622,-0.795276,0.551181,12:20:58,215,4070,0.251969,-0.795276,0.543307,12:20:58,253,6179,0.259843,-0.818898,0.496063,12:20:58,0,0,0,54,36,48,0,12:20:58,-44,50959,10563.69148,14902.79,2.4,-95
1616,48870,-0.622047,0.062992,0.771654,12:21:00,1384,44906,-0.669291,0.055118,0.732283,12:21:00,274,5500,-0.685039,0.03937,0.716535,12:21:00,171,3667,-0.685039,0.047244,0.716535,12:21:01,0,0,0,54,36,48,0,12:21:00,-43.5,50954,10554.09158,14907.59,2.4,-93
287,5609,0.346457,-0.574803,0.732283,12:21:02,2172,65091,0.377953,-0.559055,0.732283,12:21:03,269,6061,0.417323,-0.543307,0.716535,12:21:03,227,4983,0.433071,-0.543307,0.708661,12:21:03,0,0,0,54,36,48,0,12:21:02,-43.5,50949,10544.5004,14912.4,3.2,-94
269,4885,0.417323,-0.149606,0.889764,12:21:06,324,7905,0.440945,-0.125984,0.88189,12:21:06,1887,62937,0.409449,-0.141732,0.897638,12:21:06,182,4070,0.401575,-0.102362,0.905512,12:21:06,0,0,0,54,36,48,0,12:21:05,-44,50939,10525.34418,14922,#DIV/0!,-95
269,4885,0.417323,-0.149606,0.889764,12:21:06,324,7905,0.440945,-0.125984,0.88189,12:21:06,1887,62937,0.409449,-0.141732,0.897638,12:21:06,182,4070,0.401575,-0.102362,0.905512,12:21:06,0,0,0,54,36,48,0,12:21:05,-44,50939,10525.34418,14922,4.08,-95
210,3515,-0.433071,0.291339,0.850394,12:21:10,259,5288,-0.472441,0.299213,0.826772,12:21:10,309,6671,-0.535433,0.299213,0.779528,12:21:10,1743,65091,-0.566929,0.251969,0.779528,12:21:10,0,0,0,54,36,48,0,12:21:09,-44.5,50922,10492.85844,14938.32,3.36,-94
1964,58838,0.110236,0.173228,0.976378,12:21:11,239,4983,0.110236,0.181102,0.976378,12:21:11,245,4885,0.125984,0.188976,0.968504,12:21:11,1053,22275,0.173228,0.173228,0.968504,12:21:11,0,0,0,54,36,48,0,12:21:11,-45,50915,10479.51112,14945.04,3.36,-96
1893,55001,-0.448819,-0.299213,0.834646,12:21:13,1454,48050,-0.417323,-0.299213,0.850394,12:21:13,264,5185,-0.377953,-0.330709,0.858268,12:21:14,211,4885,-0.385827,-0.370079,0.834646,12:21:13,0,0,0,54,36,48,0,12:21:13,-44.5,50908,10466.18077,14951.75,4.8,-95
304,5719,0.685039,0.007874,0.716535,12:21:16,2064,44151,0.677165,0.007874,0.724409,12:21:15,1518,48870,0.661417,0.015748,0.740157,12:21:15,161,3368,0.653543,0.023622,0.748031,12:21:15,0,0,0,54,36,48,0,12:21:15,-44.5,50898,10447.16682,14961.34,3.36,-95
283,5083,0.598425,-0.543307,0.582677,12:21:17,187,4070,0.606299,-0.543307,0.574803,12:21:17,2308,65091,0.614173,-0.535433,0.566929,12:21:17,286,7905,0.661417,-0.488189,0.559055,12:21:17,0,0,0,54,36,48,0,12:21:17,-45,50891,10433.87761,14968.05,3.35,-96
290,5719,-0.03937,0.11811,0.984252,12:21:19,242,4885,-0.102362,0.086614,0.984252,12:21:19,277,5831,-0.165354,0.062992,0.976378,12:21:19,1361,65091,-0.204724,0.07874,0.968504,12:21:19,0,0,0,54,36,48,0,12:21:19,-45.5,50884,10420.60531,14974.76,4.79,-95
2045,65091,0,-0.401575,0.905512,12:21:21,235,5719,-0.015748,-0.362205,0.929134,12:21:21,253,4885,-0.023622,-0.346457,0.929134,12:21:21,227,5393,-0.047244,-0.322835,0.944882,12:21:22,0,0,0,54,36,48,0,12:21:21,-45.5,50874,10401.67415,14984.35,3.83,-95
1690,37898,-0.606299,-0.314961,0.716535,12:21:23,1770,61887,-0.590551,-0.338583,0.724409,12:21:24,279,5719,-0.535433,-0.377953,0.740157,12:21:24,211,4693,-0.511811,-0.409449,0.748031,12:21:24,0,0,0,54,36,48,0,12:21:23,-44.5,50866,10386.55399,14992.01,3.51,-93
309,5831,0.748031,0.007874,0.653543,12:21:27,1872,44151,0.732283,0.023622,0.669291,12:21:27,1520,52286,0.732283,0.007874,0.669291,12:21:27,164,3441,0.748031,0,0.661417,12:21:27,0,0,0,54,36,48,0,12:21:26,-44.5,50855,10365.79964,15002.54,3.35,-94
205,3441,-0.023622,0.377953,0.92126,12:21:31,392,5719,-0.062992,0.377953,0.92126,12:21:31,394,9685,-0.102362,0.377953,0.913386,12:21:31,1385,65091,-0.110236,0.377953,0.913386,12:21:31,0,0,0,54,36,48,0,12:21:30,-44.5,50841,10339.44498,15015.94,3.35,-95
298,5945,0.267717,0.330709,0.897638,12:21:32,253,5185,0.307087,0.322835,0.889764,12:21:32,253,5393,0.307087,0.322835,0.889764,12:21:32,1711,65091,0.330709,0.314961,0.88189,12:21:32,0,0,0,54,36,48,0,12:21:32,-46,50834,10326.29278,15022.64,4.3,-95
452,9509,0.488189,0.251969,0.826772,12:21:34,240,4885,0.448819,0.212598,0.858268,12:21:34,216,4508,0.417323,0.204724,0.88189,12:21:35,1367,57855,0.401575,0.204724,0.88189,12:21:34,0,0,0,54,36,48,0,12:21:34,-45,50825,10309.4074,15031.25,2.87,-93
2170,65091,-0.440945,-0.354331,0.818898,12:21:37,197,3905,-0.417323,-0.377953,0.818898,12:21:36,285,5831,-0.417323,-0.417323,0.80315,12:21:36,336,9167,-0.409449,-0.417323,0.80315,12:21:36,0,0,0,54,36,48,0,12:21:36,-47,50819,10298.16581,15036.99,3.82,-94
1536,48050,0.220472,0.582677,0.771654,12:21:38,253,5393,0.23622,0.622047,0.740157,12:21:38,234,4693,0.228346,0.645669,0.716535,12:21:38,1228,55937,0.259843,0.669291,0.692913,12:21:38,0,0,0,54,36,48,0,12:21:38,-48,50811,10283.1961,15044.64,2.87,-95
2053,62937,-0.062992,-0.062992,0.992126,12:21:40,226,4508,-0.062992,-0.11811,0.984252,12:21:40,261,5288,-0.070866,-0.15748,0.976378,12:21:40,309,8053,-0.102362,-0.228346,0.96063,12:21:40,0,0,0,54,36,48,0,12:21:40,-47,50805,10271.98309,15050.37,3.34,-94
1964,65091,-0.125984,-0.362205,0.92126,12:21:42,218,4885,-0.141732,-0.307087,0.937008,12:21:42,264,5185,-0.141732,-0.283465,0.944882,12:21:42,244,6061,-0.149606,-0.251969,0.952756,12:21:43,0,0,0,54,36,48,0,12:21:42,-46.5,50798,10258.9167,15057.06,3.34,-95
2064,65091,-0.362205,0.314961,0.874016,12:21:44,288,6671,-0.393701,0.251969,0.88189,12:21:45,266,5288,-0.370079,0.244094,0.889764,12:21:45,182,4241,-0.354331,0.212598,0.905512,12:21:45,0,0,0,54,36,48,0,12:21:44,-46,50791,10245.86693,15063.75,2.87,-95
1980,58838,0.149606,-0.677165,0.716535,12:21:48,1015,35404,0.15748,-0.700787,0.685039,12:21:48,229,4417,0.125984,-0.692913,0.700787,12:21:48,249,6061,0.141732,-0.700787,0.692913,12:21:48,0,0,0,54,36,48,0,12:21:47,-45.5,50782,10229.11304,15072.35,5.25,-95
2226,65091,-0.433071,0.314961,0.834646,12:21:50,299,7062,-0.425197,0.322835,0.834646,12:21:50,269,5288,-0.409449,0.307087,0.850394,12:21:50,168,3745,-0.417323,0.362205,0.826772,12:21:50,0,0,0,54,36,48,0,12:21:49,-45,50771,10208.67326,15082.85,1.91,-94
1930,65091,-0.125984,-0.07874,0.984252,12:21:52,251,5609,-0.15748,-0.102362,0.976378,12:21:52,263,5185,-0.19685,-0.102362,0.968504,12:21:52,220,5500,-0.149606,-0.086614,0.976378,12:21:52,0,0,0,54,36,48,0,12:21:51,-45,50767,10201.25075,15086.67,4.77,-95
2044,65091,0.023622,-0.614173,0.779528,12:21:53,218,5083,0.015748,-0.590551,0.80315,12:21:53,248,4788,0.023622,-0.598425,0.795276,12:21:53,246,6061,0,-0.574803,0.811024,12:21:53,0,0,0,54,36,48,0,12:21:53,-44.5,50757,10182.71805,15096.21,2.86,-95
2141,65091,-0.448819,0.527559,0.708661,12:21:55,299,7062,-0.456693,0.543307,0.692913,12:21:55,271,5393,-0.448819,0.527559,0.708661,12:21:56,152,3296,-0.440945,0.551181,0.700787,12:21:56,0,0,0,54,36,48,0,12:21:55,-44,50751,10171.6146,15101.94,2.86,-94
2044,65091,-0.055118,-0.692913,0.708661,12:21:58,248,5393,-0.03937,-0.692913,0.716535,12:21:58,251,4885,-0.047244,-0.692913,0.716535,12:21:58,247,6061,-0.055118,-0.700787,0.708661,12:21:58,0,0,0,54,36,48,0,12:21:57,-44.5,50745,10160.52325,15107.66,4.29,-96
2143,65091,-0.086614,-0.251969,0.96063,12:22:00,279,6799,-0.070866,-0.204724,0.968504,12:22:00,248,4885,-0.070866,-0.165354,0.976378,12:22:00,211,4983,-0.055118,-0.173228,0.976378,12:22:00,0,0,0,54,36,48,0,12:21:59,-44,50736,10143.9089,15116.24,3.81,-95
1840,64005,0.055118,0.188976,0.976378,12:22:02,259,5719,0.047244,0.181102,0.976378,12:22:02,242,4788,0.015748,0.165354,0.984252,12:22:02,211,5185,0.062992,0.181102,0.976378,12:22:02,0,0,0,54,36,48,0,12:22:01,-42,50728,10129.1634,15123.87,3.34,-93
2116,65091,-0.551181,0.11811,0.818898,12:22:04,240,4983,-0.566929,0.204724,0.795276,12:22:04,287,5945,-0.535433,0.19685,0.811024,12:22:04,1246,48870,-0.527559,0.204724,0.818898,12:22:04,0,0,0,54,36,48,0,12:22:03,-44.5,50721,10116.27866,15130.54,3.81,-97
266,4885,0.15748,0.062992,0.984252,12:22:05,242,4983,0.173228,0.047244,0.976378,12:22:05,283,6179,0.181102,0.007874,0.976378,12:22:05,1314,65091,0.220472,-0.007874,0.968504,12:22:06,0,0,0,54,36,48,0,12:22:05,-45.5,50713,10101.57332,15138.17,3.49,-94
227,3987,0.181102,-0.543307,0.811024,12:22:08,205,4600,0.165354,-0.543307,0.811024,12:22:09,1829,54081,0.141732,-0.535433,0.826772,12:22:08,261,6799,0.125984,-0.543307,0.826772,12:22:08,0,0,0,54,36,48,0,12:22:08,-45.5,50702,10081.38837,15148.64,3.33,-95
309,5831,0.700787,-0.606299,0.370079,12:22:10,2117,65091,0.677165,-0.629921,0.370079,12:22:10,1576,44151,0.653543,-0.645669,0.370079,12:22:10,239,5500,0.629921,-0.669291,0.385827,12:22:10,0,0,0,54,36,48,0,12:22:10,-46,50695,10068.5644,15155.31,3.81,-97
1602,42680,0.212598,0.480315,0.84252,12:22:12,348,8835,0.204724,0.464567,0.858268,12:22:12,215,4155,0.244094,0.456693,0.850394,12:22:12,146,3225,0.244094,0.464567,0.84252,12:22:12,0,0,0,54,36,48,0,12:22:12,-45,50687,10053.9284,15162.93,2.86,-94
2540,65091,-0.354331,-0.188976,0.905512,12:22:14,226,4788,-0.322835,-0.19685,0.92126,12:22:14,275,5500,-0.291339,-0.204724,0.929134,12:22:14,258,6930,-0.299213,-0.173228,0.929134,12:22:14,0,0,0,54,36,48,0,12:22:14,-45.5,50681,10042.96537,15168.64,2.85,-95
316,6179,-0.015748,0.433071,0.897638,12:22:16,255,5288,0,0.448819,0.889764,12:22:16,266,5609,0.062992,0.440945,0.889764,12:22:17,1884,65091,0.062992,0.488189,0.858268,12:22:17,0,0,0,54,36,48,0,12:22:16,-46,50675,10032.01429,15174.35,4.28,-94
218,3824,0.141732,-0.551181,0.811024,12:22:19,189,4070,0.149606,-0.551181,0.811024,12:22:19,436,9863,0.133858,-0.543307,0.818898,12:22:19,335,9336,0.125984,-0.543307,0.818898,12:22:19,0,0,0,54,36,48,0,12:22:18,-46,50666,10015.61006,15182.91,3.8,-95
309,5831,0.787402,-0.417323,0.425197,12:22:20,1626,48050,0.76378,-0.472441,0.425197,12:22:21,1927,61887,0.748031,-0.496063,0.417323,12:22:21,224,5083,0.740157,-0.503937,0.433071,12:22:21,0,0,0,54,37,0,0,12:22:20,-46,50658,10001.05104,15190.52,2.38,-97
400,8053,0.094488,0.220472,0.968504,12:22:23,413,10229,0.15748,0.267717,0.944882,12:22:23,224,4328,0.19685,0.346457,0.913386,12:22:23,150,3156,0.228346,0.377953,0.889764,12:22:23,0,0,0,54,36,48,0,12:22:22,-45.5,50653,9991.962394,15195.27,3.8,-93
2623,65091,-0.425197,-0.070866,0.897638,12:22:25,240,5185,-0.535433,-0.07874,0.834646,12:22:25,282,5831,-0.574803,-0.03937,0.811024,12:22:25,238,6061,-0.629921,-0.007874,0.771654,12:22:25,0,0,0,54,36,48,0,12:22:24,-45.5,50645,9977.437742,15202.88,3.33,-94
1760,54081,-0.15748,0.204724,0.96063,12:22:26,237,4417,-0.007874,0.173228,0.976378,12:22:26,266,5393,-0.03937,0.149606,0.984252,12:22:26,1206,50550,-0.031496,0.102362,0.992126,12:22:27,0,0,0,54,36,48,0,12:22:26,-46,50638,9964.745991,15209.53,2.85,-96
388,8358,0.464567,-0.204724,0.858268,12:22:29,202,4155,0.440945,-0.188976,0.874016,12:22:30,224,4693,0.409449,-0.165354,0.889764,12:22:29,1287,55937,0.401575,-0.173228,0.889764,12:22:29,0,0,0,54,36,48,0,12:22:29,-46,50629,9948.451741,15218.08,4.75,-94
1361,46452,-0.362205,0.322835,0.866142,12:22:31,245,4983,-0.330709,0.314961,0.88189,12:22:31,280,5831,-0.377953,0.244094,0.889764,12:22:31,1426,65091,-0.385827,0.251969,0.88189,12:22:31,0,0,0,54,36,48,0,12:22:31,-46.5,50619,9930.378265,15227.58,2.85,-94
1622,46452,0.094488,0.251969,0.96063,12:22:33,239,4885,0.110236,0.228346,0.96063,12:22:33,251,5083,0.11811,0.220472,0.96063,12:22:33,1200,52286,0.15748,0.165354,0.968504,12:22:33,0,0,0,54,36,48,0,12:22:33,-47.5,50613,9919.549941,15233.28,3.32,-95
1562,55001,0.370079,-0.07874,0.92126,12:22:35,227,4885,0.362205,-0.070866,0.92126,12:22:35,216,4328,0.362205,-0.047244,0.929134,12:22:35,253,6545,0.338583,-0.031496,0.937008,12:22:35,0,0,0,54,36,48,0,12:22:35,-46.5,50606,9906.931818,15239.92,3.8,-94
2735,65091,-0.598425,-0.425197,0.669291,12:22:37,250,5831,-0.574803,-0.433071,0.685039,12:22:37,282,5609,-0.574803,-0.448819,0.669291,12:22:38,235,5719,-0.566929,-0.480315,0.653543,12:22:38,0,0,0,54,36,48,0,12:22:37,-48,50598,9892.530757,15247.52,3.8,-97
1808,49703,0.03937,0.062992,0.992126,12:22:40,354,9167,0.047244,0.07874,0.992126,12:22:40,231,4508,0.07874,0.149606,0.984252,12:22:40,171,3745,0.07874,0.133858,0.984252,12:22:40,0,0,0,54,36,48,0,12:22:39,-45.5,50590,9878.150628,15255.11,2.85,-96
322,6421,0.244094,-0.314961,0.913386,12:22:42,1802,65091,0.23622,-0.346457,0.897638,12:22:42,234,4885,0.251969,-0.377953,0.88189,12:22:42,212,4788,0.23622,-0.409449,0.874016,12:22:42,0,0,0,54,36,48,0,12:22:41,-46,50584,9867.379249,15260.8,3.79,-94
277,5288,0.362205,-0.669291,0.637795,12:22:44,2082,65091,0.346457,-0.661417,0.653543,12:22:44,1475,40562,0.362205,-0.669291,0.637795,12:22:44,232,5185,0.401575,-0.653543,0.637795,12:22:44,0,0,0,54,36,48,0,12:22:43,-45.5,50576,9853.035677,15268.38,2.84,-93
218,3745,0.047244,-0.346457,0.929134,12:22:46,248,5393,0.031496,-0.346457,0.929134,12:22:46,1675,50550,0.007874,-0.354331,0.929134,12:22:46,229,6061,-0.055118,-0.370079,0.92126,12:22:46,0,0,0,54,36,48,0,12:22:45,-45.5,50570,9842.291681,15274.07,2.84,-97
271,5083,0.456693,0.251969,0.850394,12:22:47,255,5500,0.456693,0.322835,0.818898,12:22:47,269,5945,0.440945,0.370079,0.811024,12:22:47,2042,65091,0.472441,0.440945,0.755906,12:22:48,0,0,0,54,36,48,0,12:22:47,-46,50564,9831.5594,15279.76,3.79,-94
2695,65091,-0.433071,-0.19685,0.874016,12:22:50,229,4983,-0.401575,-0.244094,0.874016,12:22:51,279,5500,-0.385827,-0.251969,0.88189,12:22:49,223,5945,-0.322835,-0.259843,0.905512,12:22:50,0,0,0,54,36,48,0,12:22:50,-46,50552,9810.129929,15291.13,4.26,-95
338,6545,0,0.220472,0.968504,12:22:52,1464,44151,0,0.204724,0.976378,12:22:52,245,5083,-0.023622,0.212598,0.976378,12:22:52,152,3156,-0.070866,0.220472,0.968504,12:22:52,0,0,0,54,36,48,0,12:22:52,-46,50543,9794.088481,15299.66,4.26,-95
301,5719,0.685039,-0.456693,0.559055,12:22:54,1300,21517,0.692913,-0.456693,0.543307,12:22:54,2191,65091,0.700787,-0.425197,0.559055,12:22:54,218,4885,0.716535,-0.425197,0.535433,12:22:54,0,0,0,54,36,48,0,12:22:54,-46,50534,9778.073261,15308.18,3.31,-97
258,4508,0.511811,-0.070866,0.850394,12:22:56,237,5083,0.527559,-0.070866,0.84252,12:22:56,1779,46452,0.511811,-0.055118,0.850394,12:22:56,1188,58838,0.488189,-0.062992,0.866142,12:22:56,0,0,0,54,36,48,0,12:22:56,-46,50527,9765.635085,15314.81,3.31,-95
400,8515,0.267717,-0.244094,0.92126,12:22:58,202,4155,0.259843,-0.212598,0.937008,12:22:58,245,4983,0.251969,-0.212598,0.937008,12:22:58,1225,49703,0.220472,-0.19685,0.952756,12:22:58,0,0,0,54,36,48,0,12:22:58,-46,50520,9753.212729,15321.44,3.79,-94
2556,65091,-0.606299,-0.590551,0.527559,12:23:00,1347,41962,-0.590551,-0.606299,0.519685,12:23:00,279,5500,-0.574803,-0.622047,0.519685,12:23:01,239,5831,-0.543307,-0.645669,0.519685,12:23:00,0,0,0,54,36,48,0,12:23:00,-46,50512,9739.035097,15329.01,4.73,-93
213,3905,-0.181102,0,0.976378,12:23:03,405,9685,-0.181102,-0.031496,0.976378,12:23:02,360,9000,-0.188976,-0.031496,0.976378,12:23:02,159,3441,-0.188976,-0.023622,0.976378,12:23:02,0,0,0,54,36,48,0,12:23:02,-45.5,50502,9721.342032,15338.47,2.36,-96
275,4983,0.685039,0.102362,0.708661,12:23:04,258,5719,0.685039,0.141732,0.708661,12:23:04,2266,65091,0.685039,0.204724,0.692913,12:23:04,737,51411,0.692913,0.220472,0.677165,12:23:04,0,0,0,54,36,48,0,12:23:04,-45.5,50497,9712.507555,15343.19,4.25,-95
304,6299,0.070866,0.377953,0.92126,12:23:06,253,5185,0.070866,0.338583,0.929134,12:23:06,261,5500,0.062992,0.322835,0.937008,12:23:06,1534,65091,0.070866,0.307087,0.944882,12:23:06,0,0,0,54,36,48,0,12:23:06,-46,50488,9696.625722,15351.7,3.31,-97
1682,50550,0.519685,0.03937,0.84252,12:23:08,259,6061,0.503937,0.055118,0.850394,12:23:08,192,3745,0.472441,0.03937,0.874016,12:23:08,196,4693,0.440945,0.047244,0.889764,12:23:09,0,0,0,54,36,48,0,12:23:08,-46,50481,9684.291141,15358.32,3.46,-94
288,5719,0.125984,-0.897638,0.401575,12:23:11,2530,65091,0.141732,-0.889764,0.425197,12:23:12,255,5500,0.19685,-0.874016,0.433071,12:23:12,253,5831,0.212598,-0.866142,0.440945,12:23:12,0,0,0,54,36,48,0,12:23:11,-46,50470,9664.939916,15368.72,#DIV/0!,-93
288,5719,0.125984,-0.897638,0.401575,12:23:11,2530,65091,0.141732,-0.889764,0.425197,12:23:12,255,5500,0.19685,-0.874016,0.433071,12:23:12,253,5831,0.212598,-0.866142,0.440945,12:23:12,0,0,0,54,36,48,0,12:23:11,-46,50470,9664.939916,15368.72,3.54,-93
275,5288,0.23622,0.291339,0.92126,12:23:16,253,5288,0.23622,0.291339,0.92126,12:23:16,264,5719,0.259843,0.322835,0.905512,12:23:16,1937,65091,0.188976,0.362205,0.905512,12:23:16,0,0,0,54,36,48,0,12:23:15,-46,50455,9638.614177,15382.88,1.42,-94
2178,65091,-0.338583,0.149606,0.92126,12:23:18,240,5083,-0.314961,0.125984,0.937008,12:23:18,274,5500,-0.314961,0.110236,0.937008,12:23:18,262,6421,-0.275591,0.070866,0.952756,12:23:18,0,0,0,54,36,48,0,12:23:17,-46.5,50452,9633.357639,15385.72,4.72,-97
1613,47245,0.330709,0.062992,0.937008,12:23:19,320,8358,0.307087,0.062992,0.944882,12:23:19,207,4070,0.283465,0.055118,0.952756,12:23:19,182,4155,0.244094,0.03937,0.96063,12:23:19,0,0,0,54,36,48,0,12:23:19,-46.5,50442,9615.85654,15395.16,3.77,-95
309,6179,0.188976,-0.76378,0.606299,12:23:21,2287,65091,0.212598,-0.779528,0.582677,12:23:21,243,4885,0.244094,-0.771654,0.574803,12:23:22,250,5831,0.275591,-0.779528,0.543307,12:23:21,0,0,0,54,36,48,0,12:23:21,-46,50434,9601.878553,15402.71,3.77,-94
200,3368,-0.283465,-0.425197,0.850394,12:23:24,1638,46452,-0.385827,-0.393701,0.826772,12:23:23,376,9336,-0.417323,-0.409449,0.80315,12:23:23,194,4328,-0.448819,-0.409449,0.787402,12:23:23,0,0,0,54,36,48,0,12:23:23,-45.5,50426,9587.920884,15410.25,3.3,-95
283,5185,0.685039,0,0.716535,12:23:25,263,6061,0.724409,0.023622,0.677165,12:23:25,2582,65091,0.76378,0.086614,0.637795,12:23:25,202,4885,0.76378,0.141732,0.614173,12:23:25,0,0,0,54,36,48,0,12:23:25,-45.5,50419,9575.724565,15416.86,2.83,-96
242,4241,0.385827,0.133858,0.905512,12:23:27,256,5393,0.393701,0.07874,0.913386,12:23:27,2290,42680,0.307087,0.047244,0.944882,12:23:27,1400,58838,0.362205,0.023622,0.929134,12:23:27,0,0,0,54,36,48,0,12:23:27,-46,50413,9565.282926,15422.51,3.39,-97
216,3745,0,0.417323,0.897638,12:23:32,267,5719,-0.015748,0.440945,0.889764,12:23:33,336,8053,-0.015748,0.448819,0.889764,12:23:33,1958,65091,0.007874,0.472441,0.874016,12:23:33,0,0,0,54,36,48,0,12:23:32,-48.5,50395,9534.026266,15439.48,5.65,-97
267,4788,0.574803,0.055118,0.811024,12:23:35,245,5185,0.590551,0.031496,0.80315,12:23:35,1020,39879,0.606299,-0.015748,0.787402,12:23:35,1490,64005,0.614173,-0.07874,0.779528,12:23:35,0,0,0,54,36,48,0,12:23:34,-47.5,50383,9513.245251,15450.79,3.3,-95
245,4328,0.393701,-0.338583,0.850394,12:23:37,215,4788,0.401575,-0.307087,0.850394,12:23:37,2063,57855,0.425197,-0.283465,0.850394,12:23:37,320,8358,0.448819,-0.251969,0.850394,12:23:37,0,0,0,54,36,48,0,12:23:36,-44.5,50376,9501.143914,15457.38,4.24,-95
267,4693,0.590551,0.527559,0.598425,12:23:39,274,5945,0.590551,0.472441,0.645669,12:23:39,2194,65091,0.551181,0.464567,0.677165,12:23:39,433,45672,0.535433,0.448819,0.700787,12:23:39,0,0,0,54,36,48,0,12:23:38,-46.5,50367,9485.607666,15465.85,3.29,-94
