UV_0,AL_0,Mx_0,My_0,Mz_0,time_0,UV_1,AL_1,Mx_1,My_1,Mz_1,time_1,UV_2,AL_2,Mx_2,My_2,Mz_2,time_2,UV_3,AL_3,Mx_3,My_3,Mz_3,time_3,lon_deg,lon_min,lon_sec,lat_deg,lat_min,lat_sec,Altitude_GPS,time_GPS,temperature,pressure_log,Pressure,Altitude_est,Vertical speed,RSSI
1228,60853,-0.551181,0.598425,0.740157,11:24:33,175,4155,-0.188976,0.614173,0.755906,11:24:33,205,6799,-0.094488,0.645669,0.748031,11:24:33,430,33639,0.015748,0.629921,0.76378,11:24:34,16,1,44,69,17,45,28,11:24:33,4.5,63360,100708.9619,24.42,-1229.13,-96
224,4983,0.047244,0.212598,0.968504,11:24:35,24767,5719,0.897638,0.204724,0.96063,11:24:36,1123,36012,0.19685,0.212598,0.952756,11:24:35,756,37898,0.267717,0.188976,0.937008,11:24:35,16,1,44,69,17,44,41,11:24:35,-18.5,64980,135203.7337,-2433.84,622.31,-92
205,4600,0.377953,0.094488,0.913386,11:24:39,202,5831,0.393701,0.094488,0.905512,11:24:39,178,4788,0.417323,0.110236,0.897638,11:24:39,755,58838,0.409449,0.11811,0.897638,11:24:39,16,1,45,69,17,45,60,11:24:39,3.5,63339,100325.1661,55.39,5.16,-91
1249,60853,-0.275591,-0.07874,0.952756,11:24:41,194,4508,-0.23622,-0.141732,0.96063,11:24:41,170,5945,-0.188976,-0.19685,0.96063,11:24:41,153,4070,-0.149606,-0.23622,0.952756,11:24:41,16,1,45,69,17,45,70,11:24:41,3,63332,100197.5595,65.71,4.42,-92
189,5288,0.330709,0.267717,0.897638,11:24:43,138,3441,0.314961,0.267717,0.905512,11:24:43,234,6061,0.299213,0.267717,0.913386,11:24:44,215,4600,0.267717,0.291339,0.913386,11:24:44,16,1,45,69,17,45,77,11:24:43,3.5,63326,100088.3115,74.55,2.95,-94
226,5288,0.141732,-0.062992,0.984252,11:24:49,186,4885,0.125984,-0.055118,0.984252,11:24:49,162,4788,0.070866,-0.086614,0.992126,11:24:49,771,44151,0.015748,-0.110236,0.992126,11:24:49,16,1,47,69,17,45,94,11:24:48,3,63316,99906.49631,89.29,1.47,-94
267,5185,-0.503937,-0.251969,0.818898,11:24:51,1092,39879,-0.448819,-0.204724,0.858268,11:24:51,123,3905,-0.448819,-0.181102,0.866142,11:24:51,177,4508,-0.409449,-0.141732,0.897638,11:24:51,16,1,47,69,17,45,98,11:24:50,3,63314,99870.17292,92.23,3.68,-95
165,5288,0.614173,-0.535433,0.566929,11:24:53,316,27394,0.590551,-0.582677,0.543307,11:24:53,1094,59837,0.559055,-0.614173,0.543307,11:24:53,136,4155,0.535433,-0.645669,0.527559,11:24:53,16,1,47,69,17,45,106,11:24:52,3,63309,99779.4222,99.6,2.95,-92
170,5288,0.637795,0.244094,0.724409,11:24:54,133,3441,0.629921,0.165354,0.748031,11:24:54,1095,50550,0.614173,0.133858,0.76378,11:24:54,200,4508,0.606299,0.094488,0.779528,11:24:55,16,1,47,69,17,45,114,11:24:54,3.5,63305,99706.881,105.49,5.89,-92
1086,45672,-0.472441,0.094488,0.866142,11:24:56,412,6421,-0.464567,0.094488,0.874016,11:24:57,117,4070,-0.480315,0.07874,0.866142,11:24:56,235,5719,-0.503937,0.070866,0.858268,11:24:56,16,1,47,69,17,45,123,11:24:56,3.5,63297,99561.95678,117.27,4.42,-88
991,35404,0.133858,-0.409449,0.897638,11:24:58,1134,39879,0.110236,-0.409449,0.897638,11:24:58,152,4155,0.055118,-0.401575,0.905512,11:24:58,176,5500,0.023622,-0.377953,0.92126,11:24:58,16,1,46,69,17,45,134,11:24:58,3.5,63291,99453.40187,126.1,7.36,-91
890,43410,0.188976,0.141732,0.968504,11:25:00,160,4070,0.23622,0.125984,0.96063,11:25:00,189,5185,0.23622,0.173228,0.96063,11:25:00,227,5185,0.267717,0.11811,0.952756,11:25:00,16,1,46,69,17,45,147,11:25:00,3.5,63281,99272.73997,140.81,4.41,-90
253,6061,-0.149606,0.606299,0.771654,11:25:02,114,3745,-0.212598,0.598425,0.76378,11:25:02,144,4508,-0.283465,0.566929,0.76378,11:25:02,1182,57855,-0.338583,0.503937,0.787402,11:25:02,16,1,45,69,17,45,158,11:25:02,3,63275,99164.5004,149.64,-4.73,-89
50116,27868,0,-0.220472,0.952756,09:52:08,163,4983,-0.015748,0.259843,0.96063,09:52:08,37,3905,-0.346457,0.488189,0.944882,09:52:07,236,5288,-0.125984,0.19685,0.968504,09:52:57,12,50,49,68,34,42,52389,09:52:57,30.5,35753,664.5045365,26269.05,-4.72,-89
175,4241,0.173228,0.519685,0.826772,11:25:07,144,4417,0.133858,0.440945,0.88189,11:25:07,168,4693,0.086614,0.385827,0.913386,11:25:08,1216,65091,0.062992,0.346457,0.929134,11:25:07,16,1,45,69,17,46,181,11:25:07,2.5,63259,98876.43815,173.17,3.68,-90
219,5500,0.267717,-0.307087,0.905512,11:25:10,1123,6179,0.307087,-0.535433,0.15748,11:25:09,1030,49703,-0.472441,-0.84252,0.181102,11:25:09,155,4070,0.409449,-0.244094,0.874016,11:25:09,12,41,12,72,42,34,186,11:25:09,2.5,63254,98786.59041,180.52,3.67,-91
211,5185,0.125984,-0.188976,0.968504,11:25:11,202,4788,0.141732,-0.212598,0.96063,11:25:11,184,5393,0.15748,-0.244094,0.952756,11:25:11,891,36630,0.19685,-0.23622,0.944882,11:25:11,16,1,44,69,17,46,199,11:25:11,2.5,63249,98696.82432,187.87,5.14,-89
1001,38547,-0.023622,-0.228346,0.968504,11:25:13,1113,38547,-0.015748,-0.220472,0.968504,11:25:13,135,3745,-0.007874,-0.204724,0.976378,11:25:13,208,5719,0,-0.149606,0.984252,11:25:13,16,1,44,69,17,46,209,11:25:13,2.5,63242,98571.28881,198.16,5.14,-86
160,4417,0.472441,0.165354,0.858268,11:25:15,165,4600,0.464567,0.212598,0.850394,11:25:15,1304,57855,0.448819,0.228346,0.858268,11:25:15,246,6421,0.456693,0.259843,0.84252,11:25:16,16,1,44,69,17,46,220,11:25:15,2.5,63235,98445.91297,208.44,4.41,-89
131,3590,0.511811,0.149606,0.84252,11:25:17,194,5288,0.527559,0.11811,0.834646,11:25:18,1275,44906,0.519685,0.110236,0.84252,11:25:18,483,43410,0.519685,0.062992,0.84252,11:25:18,16,1,44,69,17,47,229,11:25:17,2,63229,98338.5749,217.25,4.41,-89
165,3905,0.299213,0.181102,0.929134,11:25:20,186,5083,0.322835,0.204724,0.92126,11:25:20,349,6930,0.338583,0.204724,0.913386,11:25:20,909,56888,0.362205,0.212598,0.905512,11:25:20,16,1,44,69,17,47,238,11:25:19,1.5,63223,98231.35386,226.07,0,-89
139,3824,0.362205,-0.19685,0.905512,07:42:29,216,5185,0.275591,-0.220472,0.929134,07:42:29,210,5719,0.204724,-0.220472,0.952756,07:42:29,779,42680,0.102362,-0.220472,0.968504,07:43:30,16,2,51,69,17,48,52277,07:43:29,1,63218,98142.0923,233.41,0,-93
179,4328,0.283465,0.244094,0.92126,11:25:24,149,4241,0.299213,0.23622,0.92126,11:25:24,216,5945,0.291339,0.23622,0.92126,11:25:24,1161,65091,0.291339,0.251969,0.913386,11:25:24,16,1,43,69,17,48,254,11:25:23,1,63211,98017.26236,243.68,3.42,-87
199,5393,0.338583,-0.496063,0.795276,11:25:26,1257,47245,0.283465,-0.503937,0.811024,11:25:26,948,33070,0.220472,-0.511811,0.826772,11:25:26,115,3590,0.165354,-0.503937,0.84252,11:25:26,16,1,43,69,17,49,266,11:25:26,1.5,63204,97892.5912,253.96,5.14,-84
1078,50550,0.070866,-0.283465,0.952756,11:25:28,231,5609,0.047244,-0.307087,0.944882,11:25:28,160,4508,0,-0.307087,0.944882,11:25:29,186,5609,-0.015748,-0.330709,0.937008,11:25:28,16,1,42,69,17,49,275,11:25:28,1.5,63197,97768.07861,264.23,2.93,-85
916,34806,0.377953,-0.070866,0.913386,11:25:31,165,3905,0.433071,-0.03937,0.897638,11:25:30,218,5288,0.480315,0.007874,0.874016,11:25:30,255,7197,0.519685,0.055118,0.84252,11:25:30,16,1,43,69,17,49,282,11:25:30,1.5,63193,97696.99967,270.09,2.93,-86
993,46452,0.015748,-0.291339,0.952756,11:25:32,838,33070,0.055118,-0.307087,0.944882,11:25:32,152,4070,0.070866,-0.307087,0.944882,11:25:32,191,5609,0.102362,-0.314961,0.937008,11:25:32,16,1,42,69,17,50,286,11:25:32,1.5,63189,97625.97241,275.96,2.93,-88
139,3987,0.606299,-0.188976,0.76378,11:25:34,239,6179,0.614173,-0.173228,0.755906,11:25:34,1299,65091,0.622047,-0.133858,0.76378,11:25:34,174,4600,0.629921,-0.110236,0.755906,11:25:34,16,1,41,69,17,50,292,11:25:34,1.5,63185,97554.99679,281.83,3.67,-87
223,4600,-0.181102,0.110236,0.968504,11:25:36,189,4885,-0.181102,0.086614,0.976378,11:25:36,154,4983,-0.149606,0.086614,0.976378,11:25:36,806,58838,-0.133858,0.070866,0.984252,11:25:37,16,1,41,69,17,50,300,11:25:36,1,63180,97466.34982,289.16,1.47,-89
618,31959,0.102362,-0.007874,0.992126,11:25:38,168,4155,0.133858,-0.031496,0.984252,11:25:39,200,5719,0.149606,-0.047244,0.984252,11:25:39,925,41257,0.165354,-0.047244,0.984252,11:25:39,16,1,41,69,17,51,304,11:25:38,1,63178,97430.91359,292.09,3.66,-89
133,3441,0.480315,0.212598,0.84252,11:25:41,179,4885,0.488189,0.228346,0.834646,11:25:41,1075,39208,0.511811,0.244094,0.818898,11:25:41,814,55001,0.503937,0.291339,0.80315,11:25:41,16,1,41,69,17,51,309,11:25:40,0.5,63173,97342.37937,299.42,3.66,-91
136,3441,0.472441,-0.094488,0.874016,11:25:43,216,5288,0.480315,-0.125984,0.866142,11:25:43,308,7473,0.488189,-0.11811,0.858268,11:25:43,844,48870,0.511811,-0.102362,0.84252,11:25:43,16,1,41,69,17,51,317,11:25:42,0.5,63168,97253.9256,306.75,5.13,-88
167,4693,0.551181,-0.291339,0.771654,11:25:45,1349,55937,0.582677,-0.275591,0.755906,11:25:45,255,6671,0.598425,-0.267717,0.748031,11:25:45,173,4600,0.622047,-0.228346,0.740157,11:25:45,16,1,40,69,17,52,326,11:25:44,0.5,63161,97130.22534,317.01,5.37,-91
149,3667,0.385827,-0.11811,0.905512,11:25:47,211,5185,0.385827,-0.125984,0.905512,11:25:47,256,6930,0.393701,-0.110236,0.905512,11:25:47,835,48870,0.401575,-0.141732,0.897638,11:25:47,16,1,40,69,17,52,342,11:25:47,0.5,63150,96936.15703,333.12,2.93,-83
993,48870,0.07874,-0.031496,0.992126,11:25:49,162,3824,0.047244,-0.031496,0.992126,11:25:49,178,4983,0,-0.031496,0.992126,11:25:50,265,7062,-0.047244,-0.023622,0.992126,11:25:49,16,1,40,69,17,52,348,11:25:49,0.5,63146,96865.68291,338.98,2.93,-85
210,5609,0.322835,-0.322835,0.88189,11:25:52,1313,55001,0.322835,-0.330709,0.88189,11:25:51,221,6421,0.330709,-0.338583,0.874016,11:25:51,159,4241,0.322835,-0.338583,0.88189,11:25:51,16,1,40,69,17,53,356,11:25:51,0.5,63142,96795.26002,344.84,6.59,-87
192,5500,0.291339,0.031496,0.952756,11:25:53,173,4241,0.267717,0.015748,0.96063,11:25:53,219,5945,0.267717,0,0.96063,11:25:53,920,43410,0.267717,0.007874,0.96063,11:25:53,16,1,40,69,17,53,366,11:25:53,0.5,63133,96636.99566,358.01,2.93,-86
200,5083,0.409449,-0.527559,0.732283,11:25:55,1208,41257,0.433071,-0.535433,0.716535,11:25:55,1057,54081,0.456693,-0.511811,0.716535,11:25:55,112,3296,0.480315,-0.464567,0.740157,11:25:55,16,1,39,69,17,53,375,11:25:55,0.5,63129,96566.73904,363.87,4.39,-88
1035,37898,0.11811,-0.362205,0.92126,11:25:57,208,4328,0.125984,-0.354331,0.92126,11:25:57,205,5609,0.181102,-0.322835,0.92126,11:25:57,212,6671,0.204724,-0.299213,0.929134,11:25:58,16,1,39,69,17,54,383,11:25:57,0.5,63123,96461.44985,372.65,2.93,-87
181,4508,0.370079,-0.244094,0.889764,11:25:59,248,6061,0.370079,-0.204724,0.897638,11:26:00,1185,54081,0.377953,-0.165354,0.905512,11:26:00,199,6299,0.377953,-0.133858,0.905512,11:26:00,16,1,38,69,17,54,390,11:25:59,0.5,63119,96391.32085,378.5,4.39,-89
316,7062,0.007874,-0.519685,0.850394,11:26:02,1368,65091,0.062992,-0.535433,0.834646,11:26:02,151,4328,0.110236,-0.527559,0.834646,11:26:02,142,4241,0.173228,-0.519685,0.826772,11:26:02,16,1,37,69,17,54,397,11:26:01,0.5,63113,96286.22293,387.28,3.66,-90
133,3515,0.503937,0,0.858268,11:26:04,191,4788,0.488189,0.031496,0.866142,11:26:04,256,6799,0.472441,0.062992,0.874016,11:26:04,987,64005,0.448819,0.110236,0.88189,11:26:04,16,1,37,69,17,55,405,11:26:03,0,63108,96198.72886,394.59,4.39,-92
234,6421,0.409449,0.055118,0.905512,11:26:06,242,6799,0.409449,0.07874,0.905512,11:26:06,189,4328,0.409449,0.070866,0.905512,11:26:06,239,5719,0.393701,0.094488,0.913386,11:26:06,16,1,36,69,17,55,413,11:26:05,0,63102,96093.84093,403.37,3.41,-86
146,4070,0.543307,0.055118,0.834646,11:26:08,207,5500,0.535433,0.055118,0.834646,11:26:08,1427,61887,0.511811,0.07874,0.850394,11:26:08,246,6799,0.464567,0.086614,0.874016,11:26:08,16,1,35,69,17,56,424,11:26:08,0,63095,95971.6162,413.6,4.39,-93
211,4885,0.125984,0.110236,0.976378,11:26:10,175,4600,0.125984,0.102362,0.984252,11:26:10,210,6179,0.141732,0.094488,0.976378,11:26:11,940,64005,0.149606,0.086614,0.976378,11:26:10,16,1,36,69,17,56,431,11:26:10,-0.5,63089,95866.97589,422.37,2.92,-88
239,5500,0.03937,-0.23622,0.968504,11:26:13,291,10044,0.047244,-0.244094,0.96063,11:26:13,842,9167,0.062992,-0.267717,0.96063,11:26:13,165,4070,0.03937,-0.259843,0.96063,11:26:13,16,1,36,69,17,56,438,11:26:12,0,63085,95797.27907,428.22,3.65,-86
239,5288,-0.007874,0.346457,0.937008,11:26:17,144,3987,0.007874,0.346457,0.929134,11:26:17,195,5945,0.031496,0.362205,0.929134,11:26:17,1288,65091,0.047244,0.354331,0.929134,11:26:17,16,1,34,69,17,57,453,11:26:16,-0.5,63075,95623.25863,442.83,4.38,-88
223,5500,0.267717,-0.007874,0.96063,11:26:18,255,7473,0.251969,-0.023622,0.96063,11:26:18,1076,33070,0.251969,-0.023622,0.96063,11:26:18,199,4508,0.244094,-0.031496,0.96063,11:26:18,16,1,34,69,17,57,460,11:26:18,-0.5,63069,95518.99813,451.59,3.65,-87
282,6930,0.094488,-0.181102,0.976378,11:26:20,1248,48050,0.07874,-0.181102,0.976378,11:26:20,152,3905,0.070866,-0.188976,0.976378,11:26:21,208,5393,0.055118,-0.181102,0.976378,11:26:20,16,1,34,69,17,58,467,11:26:20,-0.5,63064,95432.20123,458.89,4.38,-86
1169,44151,-0.062992,-0.110236,0.984252,11:26:23,969,32510,-0.07874,-0.110236,0.984252,11:26:22,139,3824,-0.07874,-0.102362,0.984252,11:26:22,227,5831,-0.07874,-0.102362,0.984252,11:26:22,16,1,34,69,17,58,475,11:26:22,-0.5,63058,95328.14905,467.66,3.65,-86
235,5719,0.228346,-0.346457,0.905512,11:26:24,1297,49703,0.244094,-0.346457,0.897638,11:26:24,311,30885,0.228346,-0.338583,0.905512,11:26:24,158,4070,0.251969,-0.354331,0.897638,11:26:24,16,1,33,69,17,58,484,11:26:24,0,63053,95241.52557,474.96,3.65,-89
208,5393,0.362205,-0.362205,0.850394,11:26:26,1310,54081,0.377953,-0.338583,0.850394,11:26:26,271,7062,0.377953,-0.346457,0.850394,11:26:26,162,4328,0.370079,-0.330709,0.858268,11:26:26,16,1,32,69,17,59,492,11:26:26,0,63048,95154.9808,482.25,4.38,-86
184,4885,0.488189,-0.086614,0.858268,11:26:28,264,7334,0.496063,-0.055118,0.858268,11:26:28,1206,55001,0.496063,-0.03937,0.858268,11:26:28,192,4328,0.503937,-0.031496,0.858268,11:26:29,16,1,31,69,18,0,499,11:26:28,0.5,63042,95051.23087,491.01,3.4,-89
199,4508,0.141732,-0.070866,0.984252,11:26:31,203,4983,0.15748,-0.070866,0.984252,11:26:32,215,6179,0.165354,-0.070866,0.976378,11:26:32,785,54081,0.15748,-0.07874,0.976378,11:26:32,16,1,31,69,18,0,511,11:26:31,0,63035,94930.33226,501.22,4.38,-83
945,52286,0.031496,0.007874,0.992126,11:26:34,167,4241,0,0,0.992126,11:26:34,170,4600,-0.007874,0.031496,0.992126,11:26:34,249,6421,-0.03937,0.015748,0.992126,11:26:34,16,1,31,69,18,1,519,11:26:33,0.5,63029,94826.82727,509.97,4.38,-88
275,6421,0.070866,-0.307087,0.944882,11:26:36,1257,55937,0.094488,-0.299213,0.944882,11:26:36,165,4885,0.125984,-0.299213,0.937008,11:26:36,183,4788,0.165354,-0.283465,0.937008,11:26:36,16,1,30,69,18,1,528,11:26:35,0.5,63023,94723.43514,518.73,5.83,-89
184,4885,0.511811,-0.448819,0.724409,11:26:38,1227,55937,0.519685,-0.456693,0.716535,11:26:38,974,38547,0.503937,-0.464567,0.716535,11:26:38,132,3667,0.496063,-0.464567,0.724409,11:26:38,16,1,29,69,18,1,539,11:26:37,0.5,63015,94585.7543,530.39,5.1,-83
239,4885,-0.07874,-0.401575,0.905512,11:26:39,269,6421,-0.062992,-0.385827,0.913386,11:26:39,480,31418,-0.031496,-0.362205,0.929134,11:26:39,159,4885,-0.023622,-0.322835,0.944882,11:26:39,16,1,28,69,18,2,549,11:26:39,0.5,63008,94465.44773,540.59,3.64,-83
1257,62937,-0.228346,-0.133858,0.96063,11:26:41,181,4070,-0.173228,-0.15748,0.968504,11:26:41,157,4600,-0.15748,-0.141732,0.976378,11:26:42,250,7062,-0.141732,-0.165354,0.968504,11:26:41,16,1,27,69,18,2,557,11:26:41,0.5,63003,94379.60817,547.88,2.91,-85
320,7614,0.110236,-0.433071,0.889764,11:26:44,1281,56888,0.110236,-0.448819,0.88189,11:26:43,163,4070,0.133858,-0.433071,0.88189,11:26:43,174,4885,0.141732,-0.433071,0.88189,11:26:43,16,1,27,69,18,2,563,11:26:43,0.5,62999,94310.99268,553.71,4.37,-81
202,4885,0.346457,0,0.937008,11:26:45,226,5945,0.362205,-0.015748,0.929134,11:26:45,1192,56888,0.362205,0,0.929134,11:26:45,223,6061,0.370079,0.031496,0.92126,11:26:45,16,1,27,69,18,3,571,11:26:45,0.5,62993,94208.16297,562.45,3.64,-83
1103,44151,-0.07874,0.094488,0.984252,11:26:47,157,3824,-0.07874,0.086614,0.992126,11:26:47,181,5185,-0.070866,0.086614,0.992126,11:26:47,985,39879,-0.062992,0.047244,0.992126,11:26:47,16,1,27,69,18,3,578,11:26:47,0,62988,94122.55719,569.73,4.37,-83
183,3987,0.267717,-0.07874,0.952756,11:26:49,216,5393,0.275591,-0.062992,0.952756,11:26:49,267,8053,0.291339,-0.03937,0.952756,11:26:49,934,47245,0.322835,-0.023622,0.937008,11:26:50,16,1,27,69,18,4,587,11:26:49,-0.5,62982,94019.93294,578.47,5.34,-81
277,5945,-0.173228,-0.496063,0.850394,11:26:52,1360,57855,-0.165354,-0.488189,0.850394,11:26:53,141,4508,-0.165354,-0.511811,0.834646,11:26:53,153,4155,-0.188976,-0.496063,0.84252,11:26:53,16,1,26,69,18,4,603,11:26:52,-0.5,62971,93832.07899,594.49,6.55,-80
208,5185,0.330709,0.362205,0.866142,11:26:55,175,4788,0.338583,0.377953,0.858268,11:26:55,1137,52286,0.307087,0.393701,0.858268,11:26:55,243,5288,0.291339,0.385827,0.866142,11:26:55,16,1,25,69,18,5,614,11:26:54,0,62962,93678.65951,607.58,5.82,-86
131,3368,0.566929,0.07874,0.818898,11:26:57,191,4885,0.551181,0.062992,0.826772,11:26:57,277,7062,0.551181,0.047244,0.826772,11:26:57,997,60853,0.543307,0.047244,0.834646,11:26:57,16,1,25,69,18,5,626,11:26:56,-0.5,62954,93542.49724,619.22,4.36,-83
1228,37259,0.086614,-0.574803,0.80315,11:26:59,1244,57855,0.11811,-0.606299,0.779528,11:26:59,171,4155,0.173228,-0.614173,0.76378,11:26:59,144,4241,0.228346,-0.598425,0.755906,11:26:59,16,1,24,69,18,6,636,11:26:58,-0.5,62948,93440.50543,627.95,4.36,-89
227,5945,0.133858,-0.267717,0.952756,11:27:00,219,4885,0.07874,-0.267717,0.952756,11:27:00,207,5609,0.055118,-0.244094,0.96063,11:27:00,903,39208,0,-0.259843,0.96063,11:27:00,16,1,23,69,18,6,645,11:27:00,-0.5,62942,93338.62482,636.68,4.36,-82
192,4328,0.314961,0.102362,0.937008,11:27:02,208,5185,0.299213,0.11811,0.944882,11:27:02,1131,31959,0.259843,0.133858,0.952756,11:27:03,947,57855,0.259843,0.133858,0.952756,11:27:02,16,1,23,69,18,6,654,11:27:02,-0.5,62936,93236.8553,645.4,4.36,-85
250,6299,0.259843,-0.102362,0.952756,11:27:05,1172,46452,0.251969,-0.094488,0.96063,11:27:04,189,4885,0.259843,-0.086614,0.96063,11:27:04,218,5185,0.228346,-0.055118,0.968504,11:27:04,16,1,23,69,18,7,663,11:27:04,-0.5,62930,93135.19673,654.12,5.09,-85
168,3824,0.362205,0.094488,0.92126,11:27:06,199,4983,0.370079,0.07874,0.92126,11:27:06,274,7614,0.362205,0.094488,0.92126,11:27:06,1015,64005,0.346457,0.102362,0.929134,11:27:06,16,1,22,69,18,7,672,11:27:06,-0.5,62923,93016.73515,664.3,4.36,-79
1441,65091,-0.23622,0.086614,0.96063,11:27:08,157,3905,-0.228346,0.031496,0.968504,11:27:08,157,4508,-0.204724,-0.03937,0.968504,11:27:08,274,7197,-0.212598,-0.070866,0.968504,11:27:08,16,1,21,69,18,7,681,11:27:08,-1,62917,92915.31659,673.02,5.33,-82
218,5500,0.362205,-0.055118,0.92126,11:27:11,1262,44906,0.377953,-0.070866,0.913386,11:27:11,253,7197,0.362205,-0.086614,0.92126,11:27:11,208,4693,0.354331,-0.094488,0.92126,11:27:12,16,1,21,69,18,8,697,11:27:11,-0.5,62906,92729.66967,689,3.63,-84
165,3824,0.448819,0.401575,0.787402,11:27:13,159,4241,0.425197,0.377953,0.811024,11:27:14,1203,21147,0.401575,0.393701,0.818898,11:27:14,1375,65091,0.385827,0.385827,0.834646,11:27:14,16,1,21,69,18,8,705,11:27:13,-1,62901,92645.40737,696.26,4.36,-87
194,4328,0.212598,0.07874,0.968504,11:27:16,194,4885,0.181102,0.062992,0.976378,11:27:16,227,6421,0.141732,0.03937,0.984252,11:27:16,893,62937,0.133858,0.047244,0.984252,11:27:16,16,1,20,69,18,9,714,11:27:15,-1,62895,92544.39367,704.97,4.35,-82
239,6421,0.322835,-0.070866,0.937008,11:27:17,194,4508,0.338583,-0.047244,0.937008,11:27:17,237,6061,0.338583,-0.015748,0.937008,11:27:17,1103,52286,0.338583,0.007874,0.937008,11:27:17,16,1,20,69,18,9,723,11:27:17,-1,62889,92443.4901,713.68,4.35,-80
982,55937,0.015748,0,0.992126,11:27:19,168,3987,0.007874,-0.015748,0.992126,11:27:19,184,4983,0.015748,-0.007874,0.992126,11:27:19,268,7062,0,-0.015748,0.992126,11:27:19,16,1,19,69,18,10,731,11:27:19,-1,62883,92342.69656,722.39,4.35,-81
311,7062,0,-0.425197,0.897638,11:27:21,1347,62937,0.031496,-0.425197,0.897638,11:27:21,155,4070,0.047244,-0.448819,0.88189,11:27:21,176,4788,0.094488,-0.448819,0.88189,11:27:21,16,1,18,69,18,10,739,11:27:21,-1,62877,92242.01291,731.09,3.63,-80
187,4885,0.511811,-0.062992,0.850394,11:27:23,269,7473,0.480315,-0.055118,0.866142,11:27:23,1270,56888,0.496063,-0.031496,0.858268,11:27:24,202,4417,0.472441,-0.031496,0.874016,11:27:24,16,1,18,69,18,11,747,11:27:23,-0.5,62872,92158.19373,738.35,4.35,-80
191,4328,0.322835,0.165354,0.92126,11:27:26,202,5083,0.299213,0.173228,0.929134,11:27:26,1203,43410,0.299213,0.15748,0.937008,11:27:26,891,48050,0.275591,0.165354,0.944882,11:27:26,16,1,18,69,18,11,755,11:27:25,-0.5,62866,92057.71124,747.05,4.35,-81
1153,35404,0.188976,-0.07874,0.976378,11:27:28,187,4241,0.188976,-0.055118,0.976378,11:27:28,218,5719,0.181102,-0.070866,0.976378,11:27:28,1034,37898,0.19685,-0.047244,0.976378,11:27:28,16,1,18,69,18,12,764,11:27:27,-1,62860,91957.33832,755.75,4.35,-80
1273,52286,-0.094488,-0.055118,0.992126,11:27:30,250,7197,-0.102362,-0.055118,0.992126,11:27:30,155,3987,-0.102362,-0.07874,0.984252,11:27:30,236,5945,-0.11811,-0.110236,0.984252,11:27:30,16,1,17,69,18,12,772,11:27:29,-0.5,62854,91857.07483,764.45,4.35,-80
213,5185,0.385827,-0.370079,0.834646,11:27:32,1121,39208,0.401575,-0.370079,0.834646,11:27:32,1142,50550,0.417323,-0.346457,0.826772,11:27:32,162,3987,0.448819,-0.338583,0.818898,11:27:32,16,1,17,69,18,12,781,11:27:31,-0.5,62848,91756.92066,773.15,4.35,-81
181,4070,0.377953,0.212598,0.889764,11:27:34,189,4788,0.370079,0.212598,0.897638,11:27:34,1105,39208,0.346457,0.251969,0.897638,11:27:34,946,57855,0.338583,0.267717,0.897638,11:27:35,16,1,16,69,18,13,795,11:27:34,-1,62839,91606.89412,786.19,5.07,-81
1176,48870,0.11811,-0.212598,0.968504,11:27:36,197,4328,0.110236,-0.204724,0.968504,11:27:37,205,5288,0.11811,-0.181102,0.968504,11:27:36,244,6930,0.149606,-0.141732,0.976378,11:27:36,16,1,16,69,18,14,805,11:27:36,-1,62832,91490.37642,796.33,5.07,-83
1193,43410,-0.007874,0.165354,0.984252,11:27:38,219,6671,-0.015748,0.141732,0.984252,11:27:38,162,4070,-0.031496,0.110236,0.992126,11:27:38,252,5945,-0.062992,0.110236,0.984252,11:27:38,16,1,15,69,18,14,814,11:27:38,-0.5,62825,91374.00691,806.47,5.79,-83
223,5719,0.377953,-0.503937,0.76378,11:27:40,1454,65091,0.354331,-0.503937,0.779528,11:27:40,221,5500,0.346457,-0.503937,0.779528,11:27:40,158,4417,0.362205,-0.496063,0.779528,11:27:40,16,1,15,69,18,15,825,11:27:40,-0.5,62817,91241.19443,818.06,6.51,-84
303,7614,0.165354,-0.19685,0.96063,11:27:42,1225,46452,0.173228,-0.188976,0.96063,11:27:42,179,4241,0.188976,-0.212598,0.952756,11:27:42,221,5719,0.19685,-0.228346,0.944882,11:27:42,16,1,14,69,18,16,837,11:27:42,-0.5,62808,91092.01111,831.09,5.07,-80
195,4328,0.307087,-0.11811,0.937008,11:27:44,237,5945,0.346457,-0.141732,0.92126,11:27:44,1342,55937,0.385827,-0.173228,0.897638,11:27:45,227,5393,0.393701,-0.19685,0.889764,11:27:45,16,1,14,69,18,16,848,11:27:44,-1,62801,90976.1483,841.22,6.51,-82
886,41962,0.291339,0.03937,0.952756,11:27:47,168,3905,0.291339,0.070866,0.944882,11:27:47,226,5719,0.307087,0.086614,0.944882,11:27:47,1043,40562,0.330709,0.11811,0.929134,11:27:47,16,1,14,69,18,16,861,11:27:46,-1,62792,90827.39834,854.24,5.06,-83
199,5185,0.456693,0.015748,0.88189,11:27:49,261,7758,0.433071,0.007874,0.897638,11:27:49,1136,44151,0.401575,-0.015748,0.905512,11:27:49,212,4693,0.401575,-0.023622,0.913386,11:27:49,16,1,13,69,18,17,871,11:27:48,-1,62785,90711.87209,864.36,5.06,-90
